"Chromosome.Name" "Gene.Start" "Gene.End" "Transcript.Start" "Transcription.Start.Site" "Transcript.End" "Ensembl.Gene.ID" "HGNC.IDs" "Ensembl.Protein.Family.IDs"
"Chr5_supercontig_000000238" 251737438 251776427 251737438 251776427 251776427 "ENSSHAG00000002605" "HGNC:29917" "ENSFM00250000005900"
"Chr5_supercontig_000000238" 251839878 251846178 251839878 251846178 251846178 "ENSSHAG00000005114" "HGNC:14555" "ENSFM00500000273984"
"Chr5_supercontig_000000244" 251966570 251969352 251966570 251966570 251969352 "ENSSHAG00000000623" "HGNC:27465" "ENSFM00500000273846"
"Chr5_supercontig_000000244" 251972790 251991071 251972790 251991071 251991071 "ENSSHAG00000001218" "HGNC:6162 " "ENSFM00730001521210"
"Chr5_supercontig_000000244" 251994594 252017215 251994594 252017215 252017215 "ENSSHAG00000002378" "HGNC:9866 " "ENSFM00260000050405"
"Chr5_supercontig_000000244" 252069811 252112277 252069811 252069811 252112277 "ENSSHAG00000004455" "HGNC:16856" "ENSFM00250000007621"
"Chr5_supercontig_000000244" 252123652 252127485 252123652 252123652 252127485 "ENSSHAG00000005453" "HGNC:17590" "ENSFM00250000003351"
"Chr5_supercontig_000000244" 252127607 252136496 252127607 252136496 252136496 "ENSSHAG00000005509" "HGNC:13666" "ENSFM00250000005945"
"Chr5_supercontig_000000244" 252149455 252150747 252149455 252150747 252150747 "ENSSHAG00000005844" "HGNC:17321" "ENSFM00730001521980"
"Chr5_supercontig_000000246" 252732617 252765213 252732617 252765213 252765213 "ENSSHAG00000002817" "HGNC:18263" "ENSFM00500000271226"
"Chr5_supercontig_000000247" 252824376 252825575 252824376 252825575 252825575 "ENSSHAG00000001799" "          " "ENSFM00640001119477"
"Chr5_supercontig_000000247" 252825909 252854554 252825909 252825909 252841381 "ENSSHAG00000001889" "HGNC:25920" "ENSFM00250000007941"
"Chr5_supercontig_000000247" 252825909 252854554 252825981 252825981 252854554 "ENSSHAG00000001889" "HGNC:25920" "ENSFM00250000007941"
"Chr5_supercontig_000000247" 252843382 252862961 252843382 252862961 252862961 "ENSSHAG00000002606" "HGNC:19737" "ENSFM00250000000591"
"Chr5_supercontig_000000247" 252877551 252916292 252877551 252916292 252916292 "ENSSHAG00000003682" "HGNC:3285 " "ENSFM00500000270799"
"Chr5_supercontig_000000247" 252877551 252916292 252877551 252904046 252904046 "ENSSHAG00000003682" "HGNC:3285 " "ENSFM00500000270799"
"Chr5_supercontig_000000247" 252982711 252988489 252982711 252988489 252988489 "ENSSHAG00000005702" "HGNC:6430 " "ENSFM00560000771030"
"Chr5_supercontig_000000247" 252982711 252988489 252982711 252987717 252987717 "ENSSHAG00000005702" "HGNC:6430 " "ENSFM00560000771030"
"Chr5_supercontig_000000254" 253014374 253044308 253014374 253044308 253044308 "ENSSHAG00000001306" "HGNC:19125" "ENSFM00500000269831"
"Chr5_supercontig_000000257" 253675635 253676576 253675635 253676576 253676576 "ENSSHAG00000002363" "          " "ENSFM00730001521377"
"Chr5_supercontig_000000258" 253883619 253931172 253883619 253931172 253931172 "ENSSHAG00000000744" "HGNC:25645" "ENSFM00500000272584"
"Chr5_supercontig_000000259" 254012702 254100569 254012702 254012702 254100569 "ENSSHAG00000002512" "HGNC:14067" "ENSFM00730001521398"
"Chr5_supercontig_000000259" 254132486 254160463 254132486 254132486 254160463 "ENSSHAG00000005360" "HGNC:16629" "ENSFM00250000000899"
"Chr5_supercontig_000000259" 254175099 254188537 254175099 254175099 254188537 "ENSSHAG00000005997" "HGNC:14369" "ENSFM00500000271928"
"Chr5_supercontig_000000259" 254211716 254236867 254211716 254211716 254236867 "ENSSHAG00000006479" "HGNC:26151" "ENSFM00250000006164"
"Chr5_supercontig_000000266" 254314416 254316891 254314416 254314416 254316891 "ENSSHAG00000003509" "          " "ENSFM00640001119712"
"Chr5_supercontig_000000269" 254830083 254830592 254830083 254830592 254830592 "ENSSHAG00000002149" "HGNC:17781" "ENSFM00670001236917"
"Chr5_supercontig_000000269" 255002610 255031554 255002610 255031554 255031554 "ENSSHAG00000006005" "          " "ENSFM00730001521464"
"Chr5_supercontig_000000269" 255002610 255031554 255014251 255031554 255031554 "ENSSHAG00000006005" "          " "ENSFM00730001521464"
"Chr5_supercontig_000000272" 255117934 255118533 255117934 255118533 255118533 "ENSSHAG00000002130" "          " "ENSFM00730001521569"
"Chr5_supercontig_000000272" 255168167 255168766 255168167 255168167 255168766 "ENSSHAG00000003773" "          " "ENSFM00730001521569"
"Chr5_supercontig_000000272" 255192916 255193521 255192916 255193521 255193521 "ENSSHAG00000004318" "          " "ENSFM00730001521569"
"Chr5_supercontig_000000273" 255424770 255455826 255424770 255424770 255455826 "ENSSHAG00000001480" "          " "ENSFM00730001521472"
"Chr5_supercontig_000000273" 255450327 255450815 255450327 255450815 255450815 "ENSSHAG00000002628" "          " "ENSFM00640001119713"
"Chr5_supercontig_000000273" 255480386 255487157 255480386 255480386 255487157 "ENSSHAG00000003576" "          " "ENSFM00800002003555"
"Chr5_supercontig_000000273" 255496999 255510923 255496999 255510923 255510923 "ENSSHAG00000004006" "          " "ENSFM00800002003555"
"Chr5_supercontig_000000273" 255530265 255540121 255530265 255540121 255540121 "ENSSHAG00000004705" "          " "ENSFM00500000279587"
"Chr5_supercontig_000000273" 255542581 255549776 255542581 255549776 255549776 "ENSSHAG00000004936" "          " "ENSFM00730001521212"
"Chr5_supercontig_000000273" 255580816 255584147 255580816 255580816 255584147 "ENSSHAG00000005585" "          " "ENSFM00640001111207"
"Chr5_supercontig_000000273" 255594808 255595287 255594808 255594808 255595287 "ENSSHAG00000005798" "          " "ENSFM00640001115821"
"Chr5_supercontig_000000273" 255626903 255627526 255626903 255626903 255627526 "ENSSHAG00000006227" "          " "ENSFM00640001111208"
"Chr5_supercontig_000000273" 255632490 255633381 255632490 255632490 255633381 "ENSSHAG00000006310" "          " "ENSFM00640001111209"
"Chr5_supercontig_000000273" 255637956 255638888 255637956 255637956 255638888 "ENSSHAG00000006377" "          " "ENSFM00640001115822"
"Chr5_supercontig_000000273" 255667948 255668393 255667948 255667948 255668393 "ENSSHAG00000006743" "HGNC:12190" "ENSFM00640001111210"
"Chr5_supercontig_000000273" 255682777 255683394 255682777 255682777 255683394 "ENSSHAG00000006926" "          " "ENSFM00670001266699"
"Chr5_supercontig_000000273" 255687313 255690183 255687313 255687313 255690183 "ENSSHAG00000006978" "          " "ENSFM00640001113109"
"Chr5_supercontig_000000275" 255759070 255830179 255759070 255759070 255830179 "ENSSHAG00000002806" "          " "ENSFM00730001521159"
"Chr5_supercontig_000000278" 255886605 255892300 255886605 255886605 255892300 "ENSSHAG00000002602" "HGNC:12775" "ENSFM00730001521960"
"Chr5_supercontig_000000278" 255886605 255892300 255886605 255886605 255891000 "ENSSHAG00000002602" "HGNC:12775" "ENSFM00730001521960"
"Chr5_supercontig_000000278" 255919263 255930712 255919263 255919263 255930712 "ENSSHAG00000003635" "HGNC:654  " "ENSFM00730001521124"
"Chr5_supercontig_000000278" 255933899 255963012 255933899 255963012 255963012 "ENSSHAG00000004004" "HGNC:29937" "ENSFM00250000005757"
"Chr5_supercontig_000000278" 255967201 255967720 255967201 255967720 255967720 "ENSSHAG00000004704" "          " "                   "
"Chr5_supercontig_000000281" 256273837 256274001 256273837 256274001 256274001 "ENSSHAG00000000772" "          " "ENSFM00640001112239"
"Chr5_supercontig_000000281" 256294982 256348007 256294982 256294982 256348007 "ENSSHAG00000002153" "HGNC:866  " "ENSFM00250000000490"
"Chr5_supercontig_000000282" 256549312 256559961 256549312 256559961 256559961 "ENSSHAG00000004234" "HGNC:24320" "ENSFM00250000001427"
"Chr5_supercontig_000000282" 256549312 256559961 256549312 256559361 256559361 "ENSSHAG00000004234" "HGNC:24320" "ENSFM00250000001427"
"Chr5_supercontig_000000284" 256690027 256701947 256690027 256690027 256701947 "ENSSHAG00000003164" "          " "ENSFM00730001521168"
"Chr5_supercontig_000000284" 256737054 256740996 256737054 256740996 256740996 "ENSSHAG00000004362" "          " "ENSFM00550000746511"
"Chr5_supercontig_000000285" 256855017 256899431 256855017 256855017 256899431 "ENSSHAG00000001476" "HGNC:18966" "ENSFM00800002003446"
"Chr5_supercontig_000000285" 256944037 256950796 256944037 256950796 256950796 "ENSSHAG00000004356" "          " "ENSFM00640001116599"
"Chr5_supercontig_000000287" 256973236 257102595 256973236 256973236 257102595 "ENSSHAG00000000990" "HGNC:27482" "ENSFM00250000004647"
"Chr5_supercontig_000000290" 257246757 257251917 257246757 257251917 257251917 "ENSSHAG00000003077" "          " "ENSFM00640001106601"
"Chr5_supercontig_000000291" 257431626 257432591 257431626 257431626 257432591 "ENSSHAG00000001127" "HGNC:31304" "ENSFM00730001521122"
"Chr5_supercontig_000000291" 257450861 257451796 257450861 257450861 257451796 "ENSSHAG00000002235" "          " "ENSFM00730001521122"
"Chr5_supercontig_000000291" 257528571 257529533 257528571 257529533 257529533 "ENSSHAG00000004433" "          " "ENSFM00730001521233"
"Chr5_supercontig_000000294" 257580455 257581648 257580455 257581648 257581648 "ENSSHAG00000003045" "          " "ENSFM00260000050384"
"Chr5_supercontig_000000296" 257794495 257822462 257794495 257794495 257822462 "ENSSHAG00000001776" "HGNC:25605" "ENSFM00250000005489"
"Chr5_supercontig_000000307" 257988853 257991154 257988853 257988853 257991154 "ENSSHAG00000003510" "          " "ENSFM00730001521308"
"Chr5_supercontig_000000309" 258678164 258678487 258678164 258678164 258678487 "ENSSHAG00000002623" "          " "ENSFM00640001119714"
"Chr5_supercontig_000000309" 258705548 258706246 258705548 258705548 258706246 "ENSSHAG00000003485" "          " "ENSFM00640001116294"
"Chr5_supercontig_000000309" 258721786 258723433 258721786 258723433 258723433 "ENSSHAG00000003932" "          " "ENSFM00640001113863"
"Chr5_supercontig_000000309" 258834129 258835064 258834129 258834129 258835064 "ENSSHAG00000005951" "          " "ENSFM00640001119715"
"Chr5_supercontig_000000309" 258956554 258987124 258956554 258956554 258987124 "ENSSHAG00000007428" "          " "ENSFM00800002003431"
"Chr5_supercontig_000000319" 259058758 259059693 259058758 259059693 259059693 "ENSSHAG00000000740" "          " "ENSFM00730001521122"
"Chr5_supercontig_000000319" 259159937 259161197 259159937 259161197 259161197 "ENSSHAG00000004436" "          " "ENSFM00730001521122"
"Chr5_supercontig_000000319" 259180240 259181992 259180240 259181992 259181992 "ENSSHAG00000004844" "          " "ENSFM00730001521122"
"Chr5_supercontig_000000319" 259193989 259194927 259193989 259194927 259194927 "ENSSHAG00000005099" "          " "ENSFM00730001521122"
"Chr5_supercontig_000000319" 259215810 259216748 259215810 259216748 259216748 "ENSSHAG00000005468" "          " "ENSFM00730001521122"
"Chr5_supercontig_000000322" 259915277 259915729 259915277 259915277 259915729 "ENSSHAG00000001100" "          " "ENSFM00640001105733"
"Chr5_supercontig_000000322" 259920046 259920471 259920046 259920046 259920471 "ENSSHAG00000001471" "          " "ENSFM00640001105733"
"Chr5_supercontig_000000322" 259951222 259951713 259951222 259951222 259951713 "ENSSHAG00000002836" "          " "ENSFM00640001105733"
"Chr5_supercontig_000000322" 259953328 259953833 259953328 259953328 259953833 "ENSSHAG00000002901" "          " "ENSFM00640001105733"
"Chr5_supercontig_000000322" 259964362 259965014 259964362 259965014 259965014 "ENSSHAG00000003226" "          " "ENSFM00670001235723"
"Chr5_supercontig_000000322" 259974579 259975396 259974579 259974579 259975396 "ENSSHAG00000003534" "          " "ENSFM00640001105733"
"Chr5_supercontig_000000322" 260033299 260033990 260033299 260033299 260033990 "ENSSHAG00000004845" "HGNC:12194" "ENSFM00640001111211"
"Chr5_supercontig_000000322" 260040162 260041944 260040162 260040162 260041944 "ENSSHAG00000004966" "          " "ENSFM00640001106820"
"Chr5_supercontig_000000322" 260042215 260043323 260042215 260043323 260043323 "ENSSHAG00000005003" "          " "ENSFM00640001106820"
"Chr5_supercontig_000000322" 260043727 260044988 260043727 260043727 260044988 "ENSSHAG00000005035" "          " "ENSFM00670001246625"
"Chr5_supercontig_000000322" 260043727 260044988 260044509 260044509 260044988 "ENSSHAG00000005035" "          " "ENSFM00670001246625"
"Chr5_supercontig_000000324" 260224706 260230305 260224706 260224706 260230305 "ENSSHAG00000000719" "HGNC:11748" "ENSFM00250000001310"
"Chr5_supercontig_000000324" 260258771 260265769 260258771 260265769 260265769 "ENSSHAG00000002620" "HGNC:24241" "ENSFM00250000006470"
"Chr5_supercontig_000000324" 260307060 260330531 260307060 260307060 260330531 "ENSSHAG00000004038" "          " "ENSFM00250000001145"
"Chr5_supercontig_000000325" 260513364 260532457 260513364 260532457 260532457 "ENSSHAG00000004168" "          " "ENSFM00730001521353"
"Chr5_supercontig_000000327" 260626005 260719599 260626005 260626005 260719599 "ENSSHAG00000003066" "HGNC:2171 " "ENSFM00800002003683"
"Chr5_supercontig_000000330" 260862294 260864948 260862294 260864948 260864948 "ENSSHAG00000000561" "          " "ENSFM00250000005850"
"Chr5_supercontig_000000332" 261097759 261151181 261097759 261097759 261151181 "ENSSHAG00000003100" "HGNC:2973 " "ENSFM00780001898359"
"Chr5_supercontig_000000332" 261153690 261167012 261153690 261167012 261167012 "ENSSHAG00000004495" "HGNC:24249" "ENSFM00250000003377"
"Chr5_supercontig_000000335" 261372641 261457210 261372641 261457210 261457210 "ENSSHAG00000001856" "          " "ENSFM00570000851034"
"Chr5_supercontig_000000335" 261554677 261578332 261554677 261562274 261562274 "ENSSHAG00000006054" "          " "ENSFM00570000851034"
"Chr5_supercontig_000000335" 261554677 261578332 261555291 261578332 261578332 "ENSSHAG00000006054" "          " "ENSFM00570000851034"
"Chr5_supercontig_000000336" 261712177 261723149 261712177 261712177 261723149 "ENSSHAG00000000191" "HGNC:28150" "ENSFM00250000002332"
"Chr5_supercontig_000000336" 261809777 261811942 261809777 261811942 261811942 "ENSSHAG00000004289" "          " "ENSFM00460000244934"
"Chr5_supercontig_000000341" 261876044 261895968 261876044 261876044 261895968 "ENSSHAG00000001646" "HGNC:5176 " "ENSFM00250000003111"
"Chr5_supercontig_000000341" 261876044 261895968 261876044 261876044 261893624 "ENSSHAG00000001646" "HGNC:5176 " "ENSFM00250000003111"
"Chr5_supercontig_000000345" 262330211 262331149 262330211 262331149 262331149 "ENSSHAG00000003792" "          " "ENSFM00730001521308"
"Chr5_supercontig_000000345" 262362495 262363742 262362495 262362495 262363742 "ENSSHAG00000004500" "          " "ENSFM00730001521308"
"Chr5_supercontig_000000350" 262646906 262723067 262646906 262723067 262723067 "ENSSHAG00000004287" "HGNC:21259" "ENSFM00480000262819"
"Chr5_supercontig_000000350" 262765848 262769450 262765848 262769450 262769450 "ENSSHAG00000006261" "HGNC:30702" "ENSFM00250000006879"
"Chr5_supercontig_000000351" 263056040 263079822 263056040 263056040 263079822 "ENSSHAG00000003564" "HGNC:5343 " "ENSFM00250000001592"
"Chr5_supercontig_000000351" 263093695 263103121 263093695 263103121 263103121 "ENSSHAG00000004453" "HGNC:18713" "ENSFM00250000002371"
"Chr5_supercontig_000000351" 263141520 263141765 263141520 263141765 263141765 "ENSSHAG00000005342" "          " "ENSFM00640001111266"
"Chr5_supercontig_000000351" 263151373 263161354 263151373 263161354 263161354 "ENSSHAG00000005501" "HGNC:21905" "ENSFM00500000271280"
"Chr5_supercontig_000000351" 263175572 263197063 263175572 263175572 263197063 "ENSSHAG00000005868" "HGNC:22442" "ENSFM00500000274171"
"Chr5_supercontig_000000351" 263228630 263236916 263228630 263236916 263236916 "ENSSHAG00000006557" "HGNC:24337" "ENSFM00250000001741"
"Chr5_supercontig_000000351" 263325362 263334982 263325362 263334982 263334982 "ENSSHAG00000007629" "HGNC:11517" "ENSFM00250000004456"
"Chr5_supercontig_000000359" 263439274 263476274 263439274 263476274 263476274 "ENSSHAG00000003351" "HGNC:28392" "ENSFM00670001235821"
"Chr5_supercontig_000000359" 263439274 263476274 263454750 263456094 263456094 "ENSSHAG00000003351" "HGNC:28392" "ENSFM00670001235821"
"Chr5_supercontig_000000364" 263975044 263977693 263975044 263975044 263977693 "ENSSHAG00000001556" "          " "ENSFM00640001104556"
"Chr5_supercontig_000000364" 263975044 263977693 263975044 263975044 263975920 "ENSSHAG00000001556" "          " "ENSFM00640001104556"
"Chr5_supercontig_000000364" 264011350 264011847 264011350 264011847 264011847 "ENSSHAG00000003044" "          " "ENSFM00750001632343"
"Chr5_supercontig_000000371" 264262186 264262332 264262186 264262332 264262332 "ENSSHAG00000001154" "          " "ENSFM00640001116870"
"Chr5_supercontig_000000374" 265098996 265099565 265098996 265099565 265099565 "ENSSHAG00000001457" "          " "ENSFM00730001521569"
"Chr5_supercontig_000000374" 265108311 265108886 265108311 265108311 265108886 "ENSSHAG00000001956" "          " "ENSFM00730001521569"
"Chr5_supercontig_000000374" 265146880 265167785 265146880 265146880 265167785 "ENSSHAG00000003321" "          " "ENSFM00440000236893"
"Chr5_supercontig_000000375" 265248744 265327166 265248744 265327166 265327166 "ENSSHAG00000001921" "HGNC:14271" "ENSFM00250000001616"
"Chr5_supercontig_000000375" 265449324 265494742 265449324 265494742 265494742 "ENSSHAG00000006325" "HGNC:11584" "ENSFM00250000003276"
"Chr5_supercontig_000000375" 265508761 265545731 265508761 265545731 265545731 "ENSSHAG00000007043" "HGNC:12826" "ENSFM00250000006239"
"Chr5_supercontig_000000376" 265566488 265567375 265566488 265566488 265567375 "ENSSHAG00000001172" "          " "ENSFM00640001117165"
"Chr5_supercontig_000000379" 265625064 265625402 265625064 265625402 265625402 "ENSSHAG00000003163" "          " "ENSFM00250000004448"
"Chr5_supercontig_000000391" 265949923 265997060 265949923 265997060 265997060 "ENSSHAG00000003429" "HGNC:17856" "ENSFM00250000003931"
"Chr5_supercontig_000000391" 265949923 265997060 265962338 265997060 265997060 "ENSSHAG00000003429" "HGNC:17856" "ENSFM00250000003931"
"Chr5_supercontig_000000392" 266563677 266565383 266563677 266565383 266565383 "ENSSHAG00000003748" "HGNC:25902" "ENSFM00250000007877"
"Chr5_supercontig_000000392" 266634123 266634419 266634123 266634419 266634419 "ENSSHAG00000005203" "          " "ENSFM00640001119717"
"Chr5_supercontig_000000392" 266652300 266652735 266652300 266652735 266652735 "ENSSHAG00000005487" "          " "ENSFM00640001118876"
"Chr5_supercontig_000000394" 266708768 266720496 266708768 266708768 266720496 "ENSSHAG00000002259" "          " "ENSFM00640001116380"
"Chr5_supercontig_000000397" 266792053 266798047 266792053 266792053 266798047 "ENSSHAG00000002004" "          " "ENSFM00250000000002"
"Chr5_supercontig_000000397" 266812328 266838434 266812328 266812328 266838434 "ENSSHAG00000002804" "          " "ENSFM00250000000002"
"Chr5_supercontig_000000398" 267134229 267146191 267134229 267146191 267146191 "ENSSHAG00000003347" "HGNC:18588" "ENSFM00570000851034"
"Chr5_supercontig_000000398" 267134229 267146191 267134229 267145260 267145260 "ENSSHAG00000003347" "HGNC:18588" "ENSFM00570000851034"
"Chr5_supercontig_000000405" 267203759 267209532 267203759 267203759 267209532 "ENSSHAG00000000958" "HGNC:17899" "ENSFM00250000003149"
"Chr5_supercontig_000000405" 267209567 267247399 267209567 267247399 267247399 "ENSSHAG00000001416" "HGNC:12477" "ENSFM00730001521550"
"Chr5_supercontig_000000406" 267858116 267866746 267858116 267858116 267866746 "ENSSHAG00000002864" "          " "ENSFM00500000272604"
"Chr5_supercontig_000000406" 267896583 267915863 267896583 267896583 267915863 "ENSSHAG00000003969" "HGNC:16390" "ENSFM00250000002674"
"Chr5_supercontig_000000406" 267922379 267923065 267922379 267922379 267923065 "ENSSHAG00000004512" "          " "ENSFM00640001119719"
"Chr5_supercontig_000000412" 268157068 268158465 268157068 268158465 268158465 "ENSSHAG00000001378" "          " "ENSFM00750001632338"
"Chr5_supercontig_000000419" 268546406 268614511 268546406 268614511 268614511 "ENSSHAG00000001205" "HGNC:4298 " "ENSFM00740001589169"
"Chr5_supercontig_000000419" 268622552 268623889 268622552 268623889 268623889 "ENSSHAG00000004014" "HGNC:33865" "ENSFM00250000007216"
"Chr5_supercontig_000000421" 269140297 269194451 269140297 269194451 269194451 "ENSSHAG00000003025" "HGNC:30375" "ENSFM00740001589075"
"Chr5_supercontig_000000425" 269388173 269461296 269388173 269388173 269461296 "ENSSHAG00000002521" "          " "                   "
"Chr5_supercontig_000000428" 269808352 269819240 269808352 269808352 269819240 "ENSSHAG00000001522" "          " "ENSFM00250000006164"
"Chr5_supercontig_000000428" 269843044 269927988 269843044 269843044 269927988 "ENSSHAG00000002970" "HGNC:34448" "ENSFM00640001110943"
"Chr5_supercontig_000000432" 270145687 270166524 270145687 270166524 270166524 "ENSSHAG00000001960" "HGNC:7061 " "ENSFM00500000272807"
"Chr5_supercontig_000000439" 270390190 270391257 270390190 270390190 270391257 "ENSSHAG00000003320" "HGNC:18149" "ENSFM00670001235754"
"Chr5_supercontig_000000439" 270410481 270425471 270410481 270425471 270425471 "ENSSHAG00000003902" "          " "ENSFM00500000274204"
"Chr5_supercontig_000000439" 270456505 270472593 270456505 270456505 270472593 "ENSSHAG00000004857" "HGNC:2873 " "ENSFM00730001521809"
"Chr5_supercontig_000000439" 270456505 270472593 270456514 270456514 270472348 "ENSSHAG00000004857" "HGNC:2873 " "ENSFM00730001521809"
"Chr5_supercontig_000000439" 270482074 270503489 270482074 270482074 270503489 "ENSSHAG00000005316" "HGNC:23782" "ENSFM00250000004085"
"Chr5_supercontig_000000439" 270507689 270510386 270507689 270507689 270510386 "ENSSHAG00000005715" "HGNC:24286" "ENSFM00500000272932"
"Chr5_supercontig_000000440" 270850317 270856651 270850317 270850317 270856651 "ENSSHAG00000002072" "HGNC:24550" "ENSFM00250000004491"
"Chr5_supercontig_000000446" 270938200 270960345 270938200 270938200 270960345 "ENSSHAG00000002165" "HGNC:21695" "ENSFM00760001714632"
"Chr5_supercontig_000000451" 271503996 271508631 271503996 271508631 271508631 "ENSSHAG00000002986" "HGNC:4479 " "ENSFM00670001235655"
"Chr5_supercontig_000000451" 271716291 271722025 271716291 271716291 271722025 "ENSSHAG00000006802" "HGNC:14334" "ENSFM00630001050598"
"Chr5_supercontig_000000454" 271929541 271963361 271929541 271929541 271963361 "ENSSHAG00000001583" "          " "ENSFM00570000851034"
"Chr5_supercontig_000000455" 272172722 272173654 272172722 272172722 272173654 "ENSSHAG00000001159" "HGNC:19628" "ENSFM00360000109891"
"Chr5_supercontig_000000457" 272272770 272321141 272272770 272321141 272321141 "ENSSHAG00000002919" "HGNC:23820" "ENSFM00280000058746"
"Chr5_supercontig_000000463" 272355669 272369356 272355669 272369356 272369356 "ENSSHAG00000001354" "          " "ENSFM00790001963669"
"Chr5_supercontig_000000464" 272817142 272827394 272817142 272817142 272827394 "ENSSHAG00000001118" "          " "ENSFM00270000056537"
"Chr5_supercontig_000000465" 272857638 272891963 272857638 272857638 272891963 "ENSSHAG00000000330" "HGNC:10379" "ENSFM00500000271058"
"Chr5_supercontig_000000465" 272957713 272957898 272957713 272957898 272957898 "ENSSHAG00000004353" "          " "ENSFM00640001117116"
"Chr5_supercontig_000000466" 273046987 273065284 273046987 273065284 273065284 "ENSSHAG00000002210" "HGNC:21898" "ENSFM00250000002736"
"Chr5_supercontig_000000466" 273075747 273081810 273075747 273075747 273081810 "ENSSHAG00000003192" "HGNC:29580" "ENSFM00250000009533"
"Chr5_supercontig_000000466" 273105115 273115505 273105115 273105115 273115505 "ENSSHAG00000004010" "          " "ENSFM00730001521353"
"Chr5_supercontig_000000466" 273124240 273140292 273124240 273124240 273140292 "ENSSHAG00000004415" "          " "ENSFM00730001521353"
"Chr5_supercontig_000000469" 273155963 273170486 273155963 273155963 273170486 "ENSSHAG00000001629" "HGNC:11317" "ENSFM00250000006324"
"Chr5_supercontig_000000469" 273236094 273240432 273236094 273236094 273240432 "ENSSHAG00000004218" "HGNC:14911" "ENSFM00320000100256"
"Chr5_supercontig_000000469" 273253142 273259811 273253142 273259811 273259811 "ENSSHAG00000004582" "          " "ENSFM00500000273465"
"Chr5_supercontig_000000469" 273253142 273259811 273253457 273259768 273259768 "ENSSHAG00000004582" "          " "ENSFM00500000273465"
"Chr5_supercontig_000000469" 273253142 273259811 273253457 273259377 273259377 "ENSSHAG00000004582" "          " "ENSFM00500000273465"
"Chr5_supercontig_000000469" 273266875 273272487 273266875 273272487 273272487 "ENSSHAG00000004852" "          " "ENSFM00500000273465"
"Chr5_supercontig_000000469" 273286624 273288173 273286624 273288173 273288173 "ENSSHAG00000005220" "          " "ENSFM00640001116518"
"Chr5_supercontig_000000469" 273294484 273303273 273294484 273294484 273303273 "ENSSHAG00000005346" "          " "ENSFM00640001106878"
"Chr5_supercontig_000000469" 273294484 273303273 273295979 273295979 273303273 "ENSSHAG00000005346" "          " "ENSFM00640001106878"
"Chr5_supercontig_000000469" 273316254 273329291 273316254 273329291 273329291 "ENSSHAG00000005684" "HGNC:2054 " "ENSFM00670001264976"
"Chr5_supercontig_000000469" 273335769 273337465 273335769 273337465 273337465 "ENSSHAG00000005959" "HGNC:9584 " "ENSFM00320000100216"
"Chr5_supercontig_000000469" 273392360 273459731 273392360 273392360 273459731 "ENSSHAG00000006693" "          " "ENSFM00730001521472"
"Chr5_supercontig_000000469" 273486936 273536935 273486936 273486936 273536935 "ENSSHAG00000007711" "          " "ENSFM00730001521472"
"Chr5_supercontig_000000470" 273903143 273911991 273903143 273903143 273911991 "ENSSHAG00000002794" "HGNC:6446 " "ENSFM00740001589131"
"Chr5_supercontig_000000470" 273978361 273987760 273978361 273978361 273987760 "ENSSHAG00000004692" "HGNC:28926" "ENSFM00250000000206"
"Chr5_supercontig_000000470" 273997812 274015835 273997812 273997812 274015835 "ENSSHAG00000005044" "HGNC:28930" "ENSFM00250000000206"
"Chr5_supercontig_000000470" 274035704 274043530 274035704 274035704 274043530 "ENSSHAG00000005670" "HGNC:6441 " "ENSFM00250000000206"
"Chr5_supercontig_000000470" 274058342 274067181 274058342 274058342 274067181 "ENSSHAG00000006000" "          " "ENSFM00250000000206"
"Chr5_supercontig_000000471" 274078929 274113509 274078929 274078929 274113509 "ENSSHAG00000000842" "          " "ENSFM00750001632343"
"Chr5_supercontig_000000471" 274078929 274081828 274078929 274078929 274081828 "ENSSHAG00000000843" "HGNC:18005" "ENSFM00750001632343"
"Chr5_supercontig_000000472" 274155061 274156080 274155061 274155061 274156080 "ENSSHAG00000001975" "          " "ENSFM00420000140525"
"Chr5_supercontig_000000472" 274163829 274168185 274163829 274163829 274168185 "ENSSHAG00000002364" "          " "ENSFM00270000056578"
"Chr5_supercontig_000000472" 274166121 274179785 274166121 274179785 274179785 "ENSSHAG00000002444" "          " "ENSFM00500000271412"
"Chr5_supercontig_000000472" 274166121 274179785 274170207 274179785 274179785 "ENSSHAG00000002444" "          " "ENSFM00500000271412"
"Chr5_supercontig_000000472" 274227206 274244211 274227206 274227206 274244211 "ENSSHAG00000004185" "HGNC:31682" "ENSFM00760001715106"
"Chr5_supercontig_000000478" 274313202 274358901 274313202 274313202 274358901 "ENSSHAG00000002842" "          " "ENSFM00250000000525"
"Chr5_supercontig_000000478" 274380015 274420968 274380015 274380015 274420968 "ENSSHAG00000004549" "          " "ENSFM00250000000525"
"Chr5_supercontig_000000479" 274629858 274654987 274629858 274654987 274654987 "ENSSHAG00000000303" "HGNC:10542" "ENSFM00250000000945"
"Chr5_supercontig_000000479" 274716320 274728097 274716320 274716320 274728097 "ENSSHAG00000004066" "HGNC:14522" "ENSFM00250000005239"
"Chr5_supercontig_000000479" 274754234 274759608 274754234 274759608 274759608 "ENSSHAG00000004843" "HGNC:25096" "ENSFM00250000004656"
"Chr5_supercontig_000000483" 274769474 274785533 274769474 274769474 274785533 "ENSSHAG00000001325" "HGNC:12028" "ENSFM00760001714713"
