"Contig" "Length" "Chromosome_Position"
"Chr6_supercontig_000001602" 7407 256962328
"Chr6_supercontig_000001603" 3101 256965429
"Chr6_supercontig_000001604" 12841 256978270
"Chr6_supercontig_000001605" 3017 256981287
"Chr6_supercontig_000001606" 1983 256983270
"Chr6_supercontig_000001607" 8938 256992208
"Chr6_supercontig_000001608" 6842 256999050
"Chr6_supercontig_000001609" 1851 257000901
"Chr6_supercontig_000001610" 2345 257003246
"Chr6_supercontig_000001611" 4092 257007338
"Chr6_supercontig_000001612" 1572 257008910
"Chr6_supercontig_000001613" 4297 257013207
"Chr6_supercontig_000001614" 1599 257014806
"Chr6_supercontig_000001615" 1823 257016629
"Chr6_supercontig_000001616" 2512 257019141
"Chr6_supercontig_000001617" 3350 257022491
"Chr6_supercontig_000001618" 1790 257024281
"Chr6_supercontig_000001619" 2276 257026557
"Chr6_supercontig_000001620" 3194 257029751
"Chr6_supercontig_000001621" 1508 257031259
"Chr6_supercontig_000001622" 2496 257033755
"Chr6_supercontig_000001623" 2831 257036586
"Chr6_supercontig_000001624" 1750 257038336
"Chr6_supercontig_000001625" 1937 257040273
"Chr6_supercontig_000001626" 3441 257043714
"Chr6_supercontig_000001627" 2657 257046371
"Chr6_supercontig_000001628" 2233 257048604
"Chr6_supercontig_000001629" 1700 257050304
"Chr6_supercontig_000001630" 2230 257052534
"Chr6_supercontig_000001631" 1638 257054172
"Chr6_supercontig_000001632" 1907 257056079
"Chr6_supercontig_000001633" 4882 257060961
"Chr6_supercontig_000001634" 2663 257063624
"Chr6_supercontig_000001635" 2376 257066000
"Chr6_supercontig_000001636" 3248 257069248
"Chr6_supercontig_000001637" 2339 257071587
"Chr6_supercontig_000001638" 6112 257077699
"Chr6_supercontig_000001639" 2112 257079811
"Chr6_supercontig_000001640" 1528 257081339
"Chr6_supercontig_000001641" 2867 257084206
"Chr6_supercontig_000001642" 4036 257088242
"Chr6_supercontig_000001643" 2073 257090315
"Chr6_supercontig_000001644" 5967 257096282
"Chr6_supercontig_000001645" 4091 257100373
"Chr6_supercontig_000001646" 1962 257102335
"Chr6_supercontig_000001647" 1594 257103929
"Chr6_supercontig_000001648" 3458 257107387
"Chr6_supercontig_000001649" 2042 257109429
"Chr6_supercontig_000001650" 1733 257111162
"Chr6_supercontig_000001651" 1782 257112944
"Chr6_supercontig_000001652" 2477 257115421
"Chr6_supercontig_000001653" 1545 257116966
"Chr6_supercontig_000001654" 1781 257118747
"Chr6_supercontig_000001655" 16919 257135666
"Chr6_supercontig_000001656" 3446 257139112
"Chr6_supercontig_000001657" 2054 257141166
"Chr6_supercontig_000001658" 1770 257142936
"Chr6_supercontig_000001659" 2271 257145207
"Chr6_supercontig_000001660" 2142 257147349
"Chr6_supercontig_000001661" 5100 257152449
"Chr6_supercontig_000001662" 3398 257155847
"Chr6_supercontig_000001663" 2799 257158646
"Chr6_supercontig_000001664" 3630 257162276
"Chr6_supercontig_000001665" 3785 257166061
"Chr6_supercontig_000001666" 3774 257169835
"Chr6_supercontig_000001667" 19656 257189491
"Chr6_supercontig_000001668" 5369 257194860
"Chr6_supercontig_000001669" 18520 257213380
"Chr6_supercontig_000001670" 1509 257214889
"Chr6_supercontig_000001671" 1574 257216463
"Chr6_supercontig_000001672" 2748 257219211
"Chr6_supercontig_000001673" 1698 257220909
"Chr6_supercontig_000001674" 1514 257222423
"Chr6_supercontig_000001675" 2895 257225318
"Chr6_supercontig_000001676" 1554 257226872
"Chr6_supercontig_000001677" 3778 257230650
"Chr6_supercontig_000001678" 1837 257232487
"Chr6_supercontig_000001679" 1777 257234264
"Chr6_supercontig_000001680" 1738 257236002
"Chr6_supercontig_000001681" 1813 257237815
"Chr6_supercontig_000001682" 2854 257240669
"Chr6_supercontig_000001683" 2122 257242791
"Chr6_supercontig_000001684" 2737 257245528
"Chr6_supercontig_000001685" 1753 257247281
"Chr6_supercontig_000001686" 1643 257248924
"Chr6_supercontig_000001687" 1750 257250674
"Chr6_supercontig_000001688" 2093 257252767
"Chr6_supercontig_000001689" 2741 257255508
"Chr6_supercontig_000001690" 1737 257257245
"Chr6_supercontig_000001691" 1815 257259060
"Chr6_supercontig_000001692" 3792 257262852
"Chr6_supercontig_000001693" 3699 257266551
"Chr6_supercontig_000001694" 1624 257268175
"Chr6_supercontig_000001695" 1717 257269892
"Chr6_supercontig_000001696" 1951 257271843
"Chr6_supercontig_000001697" 2289 257274132
"Chr6_supercontig_000001698" 33569 257307701
"Chr6_supercontig_000001699" 2015 257309716
"Chr6_supercontig_000001700" 2563 257312279
"Chr6_supercontig_000001701" 1517 257313796
"Chr6_supercontig_000001702" 5814 257319610
"Chr6_supercontig_000001703" 3798 257323408
"Chr6_supercontig_000001704" 1668 257325076
"Chr6_supercontig_000001705" 1923 257326999
"Chr6_supercontig_000001706" 2386 257329385
"Chr6_supercontig_000001707" 1889 257331274
"Chr6_supercontig_000001708" 2254 257333528
"Chr6_supercontig_000001709" 4015 257337543
"Chr6_supercontig_000001710" 4144 257341687
"Chr6_supercontig_000001711" 9726 257351413
"Chr6_supercontig_000001712" 5161 257356574
"Chr6_supercontig_000001713" 2327 257358901
"Chr6_supercontig_000001714" 1861 257360762
"Chr6_supercontig_000001715" 2330 257363092
"Chr6_supercontig_000001716" 2006 257365098
"Chr6_supercontig_000001717" 3750 257368848
"Chr6_supercontig_000001718" 1911 257370759
"Chr6_supercontig_000001719" 1604 257372363
"Chr6_supercontig_000001720" 7992 257380355
"Chr6_supercontig_000001721" 2025 257382380
"Chr6_supercontig_000001722" 1667 257384047
"Chr6_supercontig_000001723" 6400 257390447
"Chr6_supercontig_000001724" 4145 257394592
"Chr6_supercontig_000001725" 3784 257398376
"Chr6_supercontig_000001726" 3016 257401392
"Chr6_supercontig_000001727" 2262 257403654
"Chr6_supercontig_000001728" 1605 257405259
"Chr6_supercontig_000001729" 2189 257407448
"Chr6_supercontig_000001730" 1860 257409308
"Chr6_supercontig_000001731" 2635 257411943
"Chr6_supercontig_000001732" 1977 257413920
"Chr6_supercontig_000001733" 3035 257416955
"Chr6_supercontig_000001734" 2513 257419468
"Chr6_supercontig_000001735" 1639 257421107
"Chr6_supercontig_000001736" 2185 257423292
"Chr6_supercontig_000001737" 2004 257425296
"Chr6_supercontig_000001738" 7260 257432556
"Chr6_supercontig_000001739" 2526 257435082
"Chr6_supercontig_000001740" 4160 257439242
"Chr6_supercontig_000001741" 3870 257443112
"Chr6_supercontig_000001742" 2574 257445686
"Chr6_supercontig_000001743" 4592 257450278
"Chr6_supercontig_000001744" 3186 257453464
"Chr6_supercontig_000001745" 2213 257455677
"Chr6_supercontig_000001746" 2366 257458043
"Chr6_supercontig_000001747" 2156 257460199
"Chr6_supercontig_000001748" 2859 257463058
"Chr6_supercontig_000001749" 1660 257464718
"Chr6_supercontig_000001750" 1783 257466501
"Chr6_supercontig_000001751" 2358 257468859
"Chr6_supercontig_000001752" 3330 257472189
"Chr6_supercontig_000001753" 1881 257474070
"Chr6_supercontig_000001754" 2590 257476660
"Chr6_supercontig_000001755" 4861 257481521
"Chr6_supercontig_000001756" 16851 257498372
"Chr6_supercontig_000001757" 1762 257500134
"Chr6_supercontig_000001758" 4883 257505017
"Chr6_supercontig_000001759" 6577 257511594
"Chr6_supercontig_000001760" 1790 257513384
"Chr6_supercontig_000001761" 2288 257515672
"Chr6_supercontig_000001762" 2933 257518605
"Chr6_supercontig_000001763" 2584 257521189
"Chr6_supercontig_000001764" 3682 257524871
"Chr6_supercontig_000001765" 2166 257527037
"Chr6_supercontig_000001766" 1697 257528734
"Chr6_supercontig_000001767" 2834 257531568
"Chr6_supercontig_000001768" 1664 257533232
"Chr6_supercontig_000001769" 3100 257536332
"Chr6_supercontig_000001770" 2440 257538772
"Chr6_supercontig_000001771" 2410 257541182
"Chr6_supercontig_000001772" 1588 257542770
"Chr6_supercontig_000001773" 2068 257544838
"Chr6_supercontig_000001774" 3779 257548617
"Chr6_supercontig_000001775" 1829 257550446
"Chr6_supercontig_000001776" 1521 257551967
"Chr6_supercontig_000001777" 2191 257554158
"Chr6_supercontig_000001778" 5292 257559450
"Chr6_supercontig_000001779" 4420 257563870
"Chr6_supercontig_000001780" 2086 257565956
"Chr6_supercontig_000001781" 1672 257567628
"Chr6_supercontig_000001782" 2993 257570621
"Chr6_supercontig_000001783" 2733 257573354
"Chr6_supercontig_000001784" 1688 257575042
"Chr6_supercontig_000001785" 3449 257578491
"Chr6_supercontig_000001786" 1967 257580458
"Chr6_supercontig_000001787" 2801 257583259
"Chr6_supercontig_000001788" 13355 257596614
"Chr6_supercontig_000001789" 5064 257601678
"Chr6_supercontig_000001790" 1572 257603250
"Chr6_supercontig_000001791" 2710 257605960
"Chr6_supercontig_000001792" 3942 257609902
"Chr6_supercontig_000001793" 1849 257611751
"Chr6_supercontig_000001794" 4259 257616010
"Chr6_supercontig_000001795" 1971 257617981
"Chr6_supercontig_000001796" 2274 257620255
"Chr6_supercontig_000001797" 3295 257623550
"Chr6_supercontig_000001798" 1690 257625240
"Chr6_supercontig_000001799" 1667 257626907
"Chr6_supercontig_000001800" 3515 257630422
"Chr6_supercontig_000001801" 1667 257632089
"Chr6_supercontig_000001802" 2157 257634246
"Chr6_supercontig_000001803" 1941 257636187
"Chr6_supercontig_000001804" 1954 257638141
"Chr6_supercontig_000001805" 5151 257643292
"Chr6_supercontig_000001806" 3360 257646652
"Chr6_supercontig_000001807" 1700 257648352
"Chr6_supercontig_000001808" 6412 257654764
"Chr6_supercontig_000001809" 2787 257657551
"Chr6_supercontig_000001810" 4465 257662016
"Chr6_supercontig_000001811" 3567 257665583
"Chr6_supercontig_000001812" 2364 257667947
"Chr6_supercontig_000001813" 1579 257669526
"Chr6_supercontig_000001814" 1671 257671197
"Chr6_supercontig_000001815" 1585 257672782
"Chr6_supercontig_000001816" 5513 257678295
"Chr6_supercontig_000001817" 1670 257679965
"Chr6_supercontig_000001818" 1528 257681493
"Chr6_supercontig_000001819" 4511 257686004
"Chr6_supercontig_000001820" 4498 257690502
"Chr6_supercontig_000001821" 1916 257692418
"Chr6_supercontig_000001822" 2976 257695394
"Chr6_supercontig_000001823" 4422 257699816
"Chr6_supercontig_000001824" 1728 257701544
"Chr6_supercontig_000001825" 1928 257703472
"Chr6_supercontig_000001826" 4362 257707834
"Chr6_supercontig_000001827" 1615 257709449
"Chr6_supercontig_000001828" 2164 257711613
"Chr6_supercontig_000001829" 2086 257713699
"Chr6_supercontig_000001830" 2579 257716278
"Chr6_supercontig_000001831" 5133 257721411
"Chr6_supercontig_000001832" 6728 257728139
"Chr6_supercontig_000001833" 1785 257729924
"Chr6_supercontig_000001834" 2631 257732555
"Chr6_supercontig_000001835" 1525 257734080
"Chr6_supercontig_000001836" 3341 257737421
"Chr6_supercontig_000001837" 1819 257739240
"Chr6_supercontig_000001838" 2682 257741922
"Chr6_supercontig_000001839" 1650 257743572
"Chr6_supercontig_000001840" 2014 257745586
"Chr6_supercontig_000001841" 1530 257747116
"Chr6_supercontig_000001842" 4749 257751865
"Chr6_supercontig_000001843" 1934 257753799
"Chr6_supercontig_000001844" 2292 257756091
"Chr6_supercontig_000001845" 3424 257759515
"Chr6_supercontig_000001846" 2006 257761521
"Chr6_supercontig_000001847" 5067 257766588
"Chr6_supercontig_000001848" 1605 257768193
"Chr6_supercontig_000001849" 2164 257770357
"Chr6_supercontig_000001850" 2087 257772444
"Chr6_supercontig_000001851" 1565 257774009
"Chr6_supercontig_000001852" 2316 257776325
"Chr6_supercontig_000001853" 2420 257778745
"Chr6_supercontig_000001854" 12312 257791057
"Chr6_supercontig_000001855" 2348 257793405
"Chr6_supercontig_000001856" 1768 257795173
"Chr6_supercontig_000001857" 3573 257798746
"Chr6_supercontig_000001858" 2764 257801510
"Chr6_supercontig_000001859" 2286 257803796
"Chr6_supercontig_000001860" 1697 257805493
"Chr6_supercontig_000001861" 1537 257807030
"Chr6_supercontig_000001862" 1956 257808986
"Chr6_supercontig_000001863" 2137 257811123
"Chr6_supercontig_000001864" 4843 257815966
"Chr6_supercontig_000001865" 2449 257818415
"Chr6_supercontig_000001866" 3568 257821983
"Chr6_supercontig_000001867" 2076 257824059
"Chr6_supercontig_000001868" 1853 257825912
"Chr6_supercontig_000001869" 1666 257827578
"Chr6_supercontig_000001870" 3000 257830578
"Chr6_supercontig_000001871" 1826 257832404
"Chr6_supercontig_000001872" 5000 257837404
"Chr6_supercontig_000001873" 1783 257839187
"Chr6_supercontig_000001874" 3376 257842563
"Chr6_supercontig_000001875" 2332 257844895
"Chr6_supercontig_000001876" 1736 257846631
"Chr6_supercontig_000001877" 1940 257848571
"Chr6_supercontig_000001878" 2004 257850575
"Chr6_supercontig_000001879" 3640 257854215
"Chr6_supercontig_000001880" 2341 257856556
"Chr6_supercontig_000001881" 3930 257860486
"Chr6_supercontig_000001882" 2426 257862912
"Chr6_supercontig_000001883" 2660 257865572
"Chr6_supercontig_000001884" 1547 257867119
"Chr6_supercontig_000001885" 1876 257868995
"Chr6_supercontig_000001886" 3489 257872484
"Chr6_supercontig_000001887" 3010 257875494
"Chr6_supercontig_000001888" 1543 257877037
"Chr6_supercontig_000001889" 1654 257878691
"Chr6_supercontig_000001890" 6514 257885205
"Chr6_supercontig_000001891" 1778 257886983
"Chr6_supercontig_000001892" 1533 257888516
"Chr6_supercontig_000001893" 1976 257890492
"Chr6_supercontig_000001894" 2178 257892670
"Chr6_supercontig_000001895" 2046 257894716
"Chr6_supercontig_000001896" 14728 257909444
"Chr6_supercontig_000001897" 4338 257913782
"Chr6_supercontig_000001898" 1751 257915533
"Chr6_supercontig_000001899" 2041 257917574
"Chr6_supercontig_000001900" 3116 257920690
"Chr6_supercontig_000001901" 3066 257923756
"Chr6_supercontig_000001902" 1793 257925549
"Chr6_supercontig_000001903" 2484 257928033
"Chr6_supercontig_000001904" 2553 257930586
"Chr6_supercontig_000001905" 2315 257932901
"Chr6_supercontig_000001906" 3152 257936053
"Chr6_supercontig_000001907" 5358 257941411
"Chr6_supercontig_000001908" 2459 257943870
"Chr6_supercontig_000001909" 2890 257946760
"Chr6_supercontig_000001910" 2361 257949121
"Chr6_supercontig_000001911" 3442 257952563
"Chr6_supercontig_000001912" 5221 257957784
"Chr6_supercontig_000001913" 1922 257959706
"Chr6_supercontig_000001914" 2741 257962447
"Chr6_supercontig_000001915" 1718 257964165
"Chr6_supercontig_000001916" 4308 257968473
"Chr6_supercontig_000001917" 1952 257970425
"Chr6_supercontig_000001918" 17605 257988030
"Chr6_supercontig_000001919" 2604 257990634
"Chr6_supercontig_000001920" 2290 257992924
"Chr6_supercontig_000001921" 2018 257994942
"Chr6_supercontig_000001922" 6280 258001222
"Chr6_supercontig_000001923" 1675 258002897
"Chr6_supercontig_000001924" 1503 258004400
"Chr6_supercontig_000001925" 4541 258008941
"Chr6_supercontig_000001926" 1992 258010933
"Chr6_supercontig_000001927" 1685 258012618
"Chr6_supercontig_000001928" 1905 258014523
"Chr6_supercontig_000001929" 1721 258016244
"Chr6_supercontig_000001930" 6052 258022296
"Chr6_supercontig_000001931" 2307 258024603
"Chr6_supercontig_000001932" 2012 258026615
"Chr6_supercontig_000001933" 3293 258029908
"Chr6_supercontig_000001934" 3903 258033811
"Chr6_supercontig_000001935" 1698 258035509
"Chr6_supercontig_000001936" 1550 258037059
"Chr6_supercontig_000001937" 1697 258038756
"Chr6_supercontig_000001938" 1936 258040692
"Chr6_supercontig_000001939" 6249 258046941
"Chr6_supercontig_000001940" 6670 258053611
"Chr6_supercontig_000001941" 1942 258055553
"Chr6_supercontig_000001942" 5672 258061225
"Chr6_supercontig_000001943" 1560 258062785
"Chr6_supercontig_000001944" 5291 258068076
"Chr6_supercontig_000001945" 1738 258069814
"Chr6_supercontig_000001946" 1839 258071653
"Chr6_supercontig_000001947" 1514 258073167
"Chr6_supercontig_000001948" 1637 258074804
"Chr6_supercontig_000001949" 2602 258077406
"Chr6_supercontig_000001950" 5016 258082422
"Chr6_supercontig_000001951" 6418 258088840
"Chr6_supercontig_000001952" 1606 258090446
"Chr6_supercontig_000001953" 1648 258092094
"Chr6_supercontig_000001954" 1993 258094087
"Chr6_supercontig_000001955" 2053 258096140
"Chr6_supercontig_000001956" 1934 258098074
"Chr6_supercontig_000001957" 3153 258101227
"Chr6_supercontig_000001958" 5731 258106958
"Chr6_supercontig_000001959" 7530 258114488
"Chr6_supercontig_000001960" 2229 258116717
"Chr6_supercontig_000001961" 1708 258118425
"Chr6_supercontig_000001962" 3437 258121862
"Chr6_supercontig_000001963" 4668 258126530
"Chr6_supercontig_000001964" 1606 258128136
"Chr6_supercontig_000001965" 3680 258131816
"Chr6_supercontig_000001966" 2166 258133982
"Chr6_supercontig_000001967" 7079 258141061
"Chr6_supercontig_000001968" 3604 258144665
"Chr6_supercontig_000001969" 1573 258146238
"Chr6_supercontig_000001970" 1684 258147922
"Chr6_supercontig_000001971" 2406 258150328
"Chr6_supercontig_000001972" 6681 258157009
"Chr6_supercontig_000001973" 5878 258162887
"Chr6_supercontig_000001974" 4134 258167021
"Chr6_supercontig_000001975" 5418 258172439
"Chr6_supercontig_000001976" 4256 258176695
"Chr6_supercontig_000001977" 1609 258178304
"Chr6_supercontig_000001978" 16342 258194646
"Chr6_supercontig_000001979" 4217 258198863
"Chr6_supercontig_000001980" 5183 258204046
"Chr6_supercontig_000001981" 2054 258206100
"Chr6_supercontig_000001982" 6621 258212721
"Chr6_supercontig_000001983" 9992 258222713
"Chr6_supercontig_000001984" 3380 258226093
"Chr6_supercontig_000001985" 3051 258229144
"Chr6_supercontig_000001986" 1649 258230793
"Chr6_supercontig_000001987" 7607 258238400
"Chr6_supercontig_000001988" 1724 258240124
"Chr6_supercontig_000001989" 2007 258242131
"Chr6_supercontig_000001990" 1911 258244042
"Chr6_supercontig_000001991" 3652 258247694
"Chr6_supercontig_000001992" 2683 258250377
"Chr6_supercontig_000001993" 6950 258257327
"Chr6_supercontig_000001994" 3400 258260727
"Chr6_supercontig_000001995" 6182 258266909
"Chr6_supercontig_000001996" 1599 258268508
"Chr6_supercontig_000001997" 1673 258270181
"Chr6_supercontig_000001998" 1528 258271709
"Chr6_supercontig_000001999" 1865 258273574
"Chr6_supercontig_000002000" 3686 258277260
"Chr6_supercontig_000002001" 1817 258279077
"Chr6_supercontig_000002002" 1842 258280919
"Chr6_supercontig_000002003" 5110 258286029
"Chr6_supercontig_000002004" 1789 258287818
"Chr6_supercontig_000002005" 1965 258289783
"Chr6_supercontig_000002006" 5479 258295262
"Chr6_supercontig_000002007" 2174 258297436
"Chr6_supercontig_000002008" 2089 258299525
"Chr6_supercontig_000002009" 2083 258301608
"Chr6_supercontig_000002010" 1888 258303496
"Chr6_supercontig_000002011" 1850 258305346
"Chr6_supercontig_000002012" 4131 258309477
"Chr6_supercontig_000002013" 2598 258312075
"Chr6_supercontig_000002014" 1604 258313679
"Chr6_supercontig_000002015" 2665 258316344
"Chr6_supercontig_000002016" 1962 258318306
"Chr6_supercontig_000002017" 7475 258325781
"Chr6_supercontig_000002018" 2658 258328439
"Chr6_supercontig_000002019" 3238 258331677
"Chr6_supercontig_000002020" 1686 258333363
"Chr6_supercontig_000002021" 5495 258338858
"Chr6_supercontig_000002022" 2699 258341557
"Chr6_supercontig_000002023" 2409 258343966
"Chr6_supercontig_000002024" 1987 258345953
"Chr6_supercontig_000002025" 1789 258347742
"Chr6_supercontig_000002026" 2073 258349815
"Chr6_supercontig_000002027" 2232 258352047
"Chr6_supercontig_000002028" 2113 258354160
"Chr6_supercontig_000002029" 4919 258359079
"Chr6_supercontig_000002030" 4292 258363371
"Chr6_supercontig_000002031" 1502 258364873
"Chr6_supercontig_000002032" 1820 258366693
"Chr6_supercontig_000002033" 2434 258369127
"Chr6_supercontig_000002034" 2076 258371203
"Chr6_supercontig_000002035" 5265 258376468
"Chr6_supercontig_000002036" 1519 258377987
"Chr6_supercontig_000002037" 4030 258382017
"Chr6_supercontig_000002038" 1761 258383778
"Chr6_supercontig_000002039" 2879 258386657
"Chr6_supercontig_000002040" 3119 258389776
"Chr6_supercontig_000002041" 3096 258392872
"Chr6_supercontig_000002042" 1517 258394389
"Chr6_supercontig_000002043" 1884 258396273
"Chr6_supercontig_000002044" 2250 258398523
"Chr6_supercontig_000002045" 1573 258400096
"Chr6_supercontig_000002046" 1825 258401921
"Chr6_supercontig_000002047" 1684 258403605
"Chr6_supercontig_000002048" 2127 258405732
"Chr6_supercontig_000002049" 2253 258407985
"Chr6_supercontig_000002050" 1748 258409733
"Chr6_supercontig_000002051" 2052 258411785
"Chr6_supercontig_000002052" 4364 258416149
"Chr6_supercontig_000002053" 2614 258418763
"Chr6_supercontig_000002054" 7039 258425802
"Chr6_supercontig_000002055" 2125 258427927
"Chr6_supercontig_000002056" 2112 258430039
"Chr6_supercontig_000002057" 3646 258433685
"Chr6_supercontig_000002058" 1939 258435624
"Chr6_supercontig_000002059" 6175 258441799
"Chr6_supercontig_000002060" 2282 258444081
"Chr6_supercontig_000002061" 1603 258445684
"Chr6_supercontig_000002062" 5532 258451216
"Chr6_supercontig_000002063" 1895 258453111
"Chr6_supercontig_000002064" 1709 258454820
"Chr6_supercontig_000002065" 2351 258457171
"Chr6_supercontig_000002066" 2061 258459232
"Chr6_supercontig_000002067" 1580 258460812
"Chr6_supercontig_000002068" 1781 258462593
"Chr6_supercontig_000002069" 3385 258465978
"Chr6_supercontig_000002070" 2784 258468762
"Chr6_supercontig_000002071" 2759 258471521
"Chr6_supercontig_000002072" 2855 258474376
"Chr6_supercontig_000002073" 2201 258476577
"Chr6_supercontig_000002074" 4355 258480932
"Chr6_supercontig_000002075" 1863 258482795
"Chr6_supercontig_000002076" 3165 258485960
"Chr6_supercontig_000002077" 2175 258488135
"Chr6_supercontig_000002078" 1520 258489655
"Chr6_supercontig_000002079" 5105 258494760
"Chr6_supercontig_000002080" 2654 258497414
"Chr6_supercontig_000002081" 1918 258499332
"Chr6_supercontig_000002082" 2638 258501970
"Chr6_supercontig_000002083" 2564 258504534
"Chr6_supercontig_000002084" 2009 258506543
"Chr6_supercontig_000002085" 1782 258508325
"Chr6_supercontig_000002086" 2999 258511324
"Chr6_supercontig_000002087" 2469 258513793
"Chr6_supercontig_000002088" 4052 258517845
"Chr6_supercontig_000002089" 1853 258519698
"Chr6_supercontig_000002090" 1946 258521644
"Chr6_supercontig_000002091" 1827 258523471
"Chr6_supercontig_000002092" 3131 258526602
"Chr6_supercontig_000002093" 6498 258533100
"Chr6_supercontig_000002094" 4040 258537140
"Chr6_supercontig_000002095" 1623 258538763
"Chr6_supercontig_000002096" 5992 258544755
"Chr6_supercontig_000002097" 9499 258554254
"Chr6_supercontig_000002098" 2977 258557231
"Chr6_supercontig_000002099" 1780 258559011
"Chr6_supercontig_000002100" 1976 258560987
"Chr6_supercontig_000002101" 3054 258564041
"Chr6_supercontig_000002102" 1871 258565912
"Chr6_supercontig_000002103" 1873 258567785
"Chr6_supercontig_000002104" 1696 258569481
"Chr6_supercontig_000002105" 1539 258571020
"Chr6_supercontig_000002106" 5320 258576340
"Chr6_supercontig_000002107" 1734 258578074
"Chr6_supercontig_000002108" 2247 258580321
"Chr6_supercontig_000002109" 1703 258582024
"Chr6_supercontig_000002110" 1922 258583946
"Chr6_supercontig_000002111" 1727 258585673
"Chr6_supercontig_000002112" 5132 258590805
"Chr6_supercontig_000002113" 4847 258595652
"Chr6_supercontig_000002114" 3991 258599643
"Chr6_supercontig_000002115" 2068 258601711
"Chr6_supercontig_000002116" 1795 258603506
"Chr6_supercontig_000002117" 2168 258605674
"Chr6_supercontig_000002118" 1728 258607402
"Chr6_supercontig_000002119" 1548 258608950
"Chr6_supercontig_000002120" 4232 258613182
"Chr6_supercontig_000002121" 16573 258629755
"Chr6_supercontig_000002122" 2793 258632548
"Chr6_supercontig_000002123" 2759 258635307
"Chr6_supercontig_000002124" 3160 258638467
"Chr6_supercontig_000002125" 2466 258640933
"Chr6_supercontig_000002126" 1997 258642930
"Chr6_supercontig_000002127" 1687 258644617
"Chr6_supercontig_000002128" 2698 258647315
"Chr6_supercontig_000002129" 3296 258650611
"Chr6_supercontig_000002130" 6908 258657519
"Chr6_supercontig_000002131" 7308 258664827
"Chr6_supercontig_000002132" 6974 258671801
"Chr6_supercontig_000002133" 2057 258673858
"Chr6_supercontig_000002134" 1557 258675415
"Chr6_supercontig_000002135" 2159 258677574
"Chr6_supercontig_000002136" 2364 258679938
"Chr6_supercontig_000002137" 12966 258692904
"Chr6_supercontig_000002138" 17361 258710265
"Chr6_supercontig_000002139" 2949 258713214
"Chr6_supercontig_000002140" 1729 258714943
"Chr6_supercontig_000002141" 3643 258718586
"Chr6_supercontig_000002142" 1791 258720377
"Chr6_supercontig_000002143" 2722 258723099
"Chr6_supercontig_000002144" 5253 258728352
"Chr6_supercontig_000002145" 1534 258729886
"Chr6_supercontig_000002146" 2735 258732621
"Chr6_supercontig_000002147" 2176 258734797
"Chr6_supercontig_000002148" 3390 258738187
"Chr6_supercontig_000002149" 1833 258740020
"Chr6_supercontig_000002150" 6124 258746144
"Chr6_supercontig_000002151" 2230 258748374
"Chr6_supercontig_000002152" 1836 258750210
"Chr6_supercontig_000002153" 1872 258752082
"Chr6_supercontig_000002154" 1677 258753759
"Chr6_supercontig_000002155" 1960 258755719
"Chr6_supercontig_000002156" 4363 258760082
"Chr6_supercontig_000002157" 4608 258764690
"Chr6_supercontig_000002158" 2016 258766706
"Chr6_supercontig_000002159" 1511 258768217
"Chr6_supercontig_000002160" 2697 258770914
"Chr6_supercontig_000002161" 2367 258773281
"Chr6_supercontig_000002162" 2418 258775699
"Chr6_supercontig_000002163" 1592 258777291
"Chr6_supercontig_000002164" 3334 258780625
"Chr6_supercontig_000002165" 2932 258783557
"Chr6_supercontig_000002166" 1807 258785364
"Chr6_supercontig_000002167" 4112 258789476
"Chr6_supercontig_000002168" 2067 258791543
"Chr6_supercontig_000002169" 1912 258793455
"Chr6_supercontig_000002170" 4488 258797943
"Chr6_supercontig_000002171" 5710 258803653
"Chr6_supercontig_000002172" 1951 258805604
"Chr6_supercontig_000002173" 2453 258808057
"Chr6_supercontig_000002174" 2922 258810979
"Chr6_supercontig_000002175" 1780 258812759
"Chr6_supercontig_000002176" 2938 258815697
"Chr6_supercontig_000002177" 2825 258818522
"Chr6_supercontig_000002178" 1760 258820282
"Chr6_supercontig_000002179" 1737 258822019
"Chr6_supercontig_000002180" 1550 258823569
"Chr6_supercontig_000002181" 4257 258827826
"Chr6_supercontig_000002182" 2430 258830256
"Chr6_supercontig_000002183" 1627 258831883
"Chr6_supercontig_000002184" 2794 258834677
"Chr6_supercontig_000002185" 2591 258837268
"Chr6_supercontig_000002186" 22268 258859536
"Chr6_supercontig_000002187" 1708 258861244
"Chr6_supercontig_000002188" 1839 258863083
"Chr6_supercontig_000002189" 2728 258865811
"Chr6_supercontig_000002190" 3498 258869309
"Chr6_supercontig_000002191" 9879 258879188
"Chr6_supercontig_000002192" 2643 258881831
"Chr6_supercontig_000002193" 2874 258884705
"Chr6_supercontig_000002194" 1679 258886384
"Chr6_supercontig_000002195" 1867 258888251
"Chr6_supercontig_000002196" 1992 258890243
"Chr6_supercontig_000002197" 24499 258914742
"Chr6_supercontig_000002198" 2057 258916799
"Chr6_supercontig_000002199" 2226 258919025
"Chr6_supercontig_000002200" 1945 258920970
"Chr6_supercontig_000002201" 3065 258924035
"Chr6_supercontig_000002202" 4412 258928447
"Chr6_supercontig_000002203" 1517 258929964
"Chr6_supercontig_000002204" 1830 258931794
"Chr6_supercontig_000002205" 1794 258933588
"Chr6_supercontig_000002206" 2156 258935744
"Chr6_supercontig_000002207" 6289 258942033
"Chr6_supercontig_000002208" 2926 258944959
